"","Country","Tests","Test.Pop","Density","Urban.Pop","Quarantine","Schools","Restrictions","Hospital.Bed","sex0","sex14","sex25","sex54","sex64","sex65plus","Sex.Ratio","lung","Female.Lung","Male.Lung","Median.Age","GDP.2018","Crime.Index","Population.2020","Smoking.2016","Females.2018","Total.Infected","Total.Deaths","Total.Recovered","countriesAndTerritories","dateRep","day","month","year","cases","deaths","geoId","countryterritoryCode","popData2018","continentExp","Date","recoveries","days","deaths2","cases2","active","deathrate","Entity","Code","Total.tests"
"6235","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","18/03/2020",18,3,2020,59,0,"LU","LUX",607728,"Europe",2020-03-18,0,56,1,140,139,0.00714285714285714,NA,NA,NA
"6236","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","19/03/2020",19,3,2020,70,1,"LU","LUX",607728,"Europe",2020-03-19,0,57,2,210,208,0.00952380952380952,NA,NA,NA
"6237","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","20/03/2020",20,3,2020,135,2,"LU","LUX",607728,"Europe",2020-03-20,0,58,4,345,341,0.0115942028985507,NA,NA,NA
"6238","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","21/03/2020",21,3,2020,139,1,"LU","LUX",607728,"Europe",2020-03-21,0,59,5,484,479,0.0103305785123967,NA,NA,NA
"6239","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","22/03/2020",22,3,2020,186,3,"LU","LUX",607728,"Europe",2020-03-22,6,60,8,670,656,0.0119402985074627,NA,NA,NA
"6240","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","23/03/2020",23,3,2020,128,0,"LU","LUX",607728,"Europe",2020-03-23,6,61,8,798,784,0.0100250626566416,NA,NA,NA
"6241","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","24/03/2020",24,3,2020,77,0,"LU","LUX",607728,"Europe",2020-03-24,6,62,8,875,861,0.00914285714285714,NA,NA,NA
"6242","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","25/03/2020",25,3,2020,224,0,"LU","LUX",607728,"Europe",2020-03-25,6,63,8,1099,1085,0.00727934485896269,NA,NA,NA
"6243","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","26/03/2020",26,3,2020,234,0,"LU","LUX",607728,"Europe",2020-03-26,6,64,8,1333,1319,0.00600150037509377,NA,NA,NA
"6244","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","27/03/2020",27,3,2020,120,1,"LU","LUX",607728,"Europe",2020-03-27,40,65,9,1453,1404,0.00619408121128699,NA,NA,NA
"6245","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","28/03/2020",28,3,2020,152,6,"LU","LUX",607728,"Europe",2020-03-28,40,66,15,1605,1550,0.00934579439252336,NA,NA,NA
"6246","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","29/03/2020",29,3,2020,226,3,"LU","LUX",607728,"Europe",2020-03-29,40,67,18,1831,1773,0.00983069361004915,NA,NA,NA
"6247","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","30/03/2020",30,3,2020,119,3,"LU","LUX",607728,"Europe",2020-03-30,40,68,21,1950,1889,0.0107692307692308,NA,NA,NA
"6248","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","31/03/2020",31,3,2020,38,1,"LU","LUX",607728,"Europe",2020-03-31,80,69,22,1988,1886,0.0110663983903421,NA,NA,NA
"6249","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","01/04/2020",1,4,2020,190,1,"LU","LUX",607728,"Europe",2020-04-01,80,70,23,2178,2075,0.0105601469237833,"Luxembourg","LUX",18690
"6250","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","02/04/2020",2,4,2020,141,6,"LU","LUX",607728,"Europe",2020-04-02,80,71,29,2319,2210,0.01250539025442,NA,NA,NA
"6251","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","03/04/2020",3,4,2020,168,1,"LU","LUX",607728,"Europe",2020-04-03,500,72,30,2487,1957,0.0120627261761158,"Luxembourg","LUX",21463
"6252","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","04/04/2020",4,4,2020,125,1,"LU","LUX",607728,"Europe",2020-04-04,500,73,31,2612,2081,0.0118683001531394,"Luxembourg","LUX",22793
"6253","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","05/04/2020",5,4,2020,117,0,"LU","LUX",607728,"Europe",2020-04-05,500,74,31,2729,2198,0.0113594723341883,NA,NA,NA
"6254","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","06/04/2020",6,4,2020,75,5,"LU","LUX",607728,"Europe",2020-04-06,500,75,36,2804,2268,0.0128388017118402,"Luxembourg","LUX",24291
"6255","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","07/04/2020",7,4,2020,39,5,"LU","LUX",607728,"Europe",2020-04-07,500,76,41,2843,2302,0.014421385860007,NA,NA,NA
"6256","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","08/04/2020",8,4,2020,127,3,"LU","LUX",607728,"Europe",2020-04-08,500,77,44,2970,2426,0.0148148148148148,NA,NA,NA
"6257","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","09/04/2020",9,4,2020,64,2,"LU","LUX",607728,"Europe",2020-04-09,500,78,46,3034,2488,0.015161502966381,"Luxembourg","LUX",27521
"6258","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","10/04/2020",10,4,2020,81,6,"LU","LUX",607728,"Europe",2020-04-10,500,79,52,3115,2563,0.01669341894061,"Luxembourg","LUX",28273
"6259","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","11/04/2020",11,4,2020,108,2,"LU","LUX",607728,"Europe",2020-04-11,500,80,54,3223,2669,0.0167545764815389,"Luxembourg","LUX",28965
"6260","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","12/04/2020",12,4,2020,47,8,"LU","LUX",607728,"Europe",2020-04-12,500,81,62,3270,2708,0.018960244648318,"Luxembourg","LUX",29315
"6261","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","13/04/2020",13,4,2020,11,4,"LU","LUX",607728,"Europe",2020-04-13,500,82,66,3281,2715,0.0201158183480646,NA,NA,NA
"6262","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","14/04/2020",14,4,2020,11,1,"LU","LUX",607728,"Europe",2020-04-14,500,83,67,3292,2725,0.0203523693803159,"Luxembourg","LUX",29523
"6263","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","15/04/2020",15,4,2020,15,0,"LU","LUX",607728,"Europe",2020-04-15,526,84,67,3307,2714,0.020260054429997,"Luxembourg","LUX",30723
"6264","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","16/04/2020",16,4,2020,66,2,"LU","LUX",607728,"Europe",2020-04-16,552,85,69,3373,2752,0.0204565668544323,"Luxembourg","LUX",31660
"6265","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","17/04/2020",17,4,2020,71,0,"LU","LUX",607728,"Europe",2020-04-17,579,86,69,3444,2796,0.0200348432055749,"Luxembourg","LUX",32394
"6266","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","18/04/2020",18,4,2020,36,3,"LU","LUX",607728,"Europe",2020-04-18,601,87,72,3480,2807,0.0206896551724138,"Luxembourg","LUX",33252
"6267","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","19/04/2020",19,4,2020,57,0,"LU","LUX",607728,"Europe",2020-04-19,627,88,72,3537,2838,0.0203562340966921,"Luxembourg","LUX",33666
"6268","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","20/04/2020",20,4,2020,13,1,"LU","LUX",607728,"Europe",2020-04-20,637,89,73,3550,2840,0.0205633802816901,"Luxembourg","LUX",33798
"6269","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","21/04/2020",21,4,2020,8,2,"LU","LUX",607728,"Europe",2020-04-21,670,90,75,3558,2813,0.021079258010118,"Luxembourg","LUX",34962
"6270","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","22/04/2020",22,4,2020,60,3,"LU","LUX",607728,"Europe",2020-04-22,711,91,78,3618,2829,0.021558872305141,"Luxembourg","LUX",36087
"6271","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","23/04/2020",23,4,2020,36,2,"LU","LUX",607728,"Europe",2020-04-23,728,92,80,3654,2846,0.0218938149972633,"Luxembourg","LUX",36891
"6272","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","24/04/2020",24,4,2020,11,3,"LU","LUX",607728,"Europe",2020-04-24,3007,93,83,3665,575,0.0226466575716235,"Luxembourg","LUX",37782
"6273","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","25/04/2020",25,4,2020,30,2,"LU","LUX",607728,"Europe",2020-04-25,3088,94,85,3695,522,0.0230040595399188,"Luxembourg","LUX",38514
"6274","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","26/04/2020",26,4,2020,16,0,"LU","LUX",607728,"Europe",2020-04-26,3104,95,85,3711,522,0.0229048773915387,"Luxembourg","LUX",39003
"6275","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","27/04/2020",27,4,2020,12,3,"LU","LUX",607728,"Europe",2020-04-27,3123,96,88,3723,512,0.0236368520010744,"Luxembourg","LUX",39102
"6276","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","28/04/2020",28,4,2020,6,0,"LU","LUX",607728,"Europe",2020-04-28,3123,97,88,3729,518,0.023598820058997,"Luxembourg","LUX",39741
"6277","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","29/04/2020",29,4,2020,12,1,"LU","LUX",607728,"Europe",2020-04-29,3134,98,89,3741,518,0.0237904303662122,"Luxembourg","LUX",41758
"6278","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","30/04/2020",30,4,2020,28,0,"LU","LUX",607728,"Europe",2020-04-30,3213,99,89,3769,467,0.0236136906341205,"Luxembourg","LUX",42643
"6279","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","01/05/2020",1,5,2020,15,1,"LU","LUX",607728,"Europe",2020-05-01,3213,100,90,3784,481,0.023784355179704,NA,NA,NA
"6280","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","02/05/2020",2,5,2020,18,2,"LU","LUX",607728,"Europe",2020-05-02,3318,101,92,3802,392,0.0241977906365071,NA,NA,NA
"6281","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","03/05/2020",3,5,2020,10,0,"LU","LUX",607728,"Europe",2020-05-03,3379,102,92,3812,341,0.0241343126967471,NA,NA,NA
"6282","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","04/05/2020",4,5,2020,12,4,"LU","LUX",607728,"Europe",2020-05-04,3405,103,96,3824,323,0.0251046025104603,NA,NA,NA
"6283","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","05/05/2020",5,5,2020,4,0,"LU","LUX",607728,"Europe",2020-05-05,3412,104,96,3828,320,0.0250783699059561,NA,NA,NA
"6284","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","06/05/2020",6,5,2020,12,0,"LU","LUX",607728,"Europe",2020-05-06,3452,105,96,3840,292,0.025,NA,NA,NA
"6285","Luxembourg",NA,NA,242,88,"","","",4.8,1.06,1.06,1.05,1.05,1.03,0.79,1.01,20.52,17.2,24.91,39.3,70885325883.0941,30.17,625.978,23.5,49.5392589748512,1950,21,40,"Luxembourg","07/05/2020",7,5,2020,11,2,"LU","LUX",607728,"Europe",2020-05-07,3505,106,98,3851,248,0.0254479356011426,NA,NA,NA
"6286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","21/03/2020",21,3,2020,3,0,"MG","MDG",26262368,"Africa",2020-03-21,0,59,0,3,3,0,NA,NA,NA
"6287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","22/03/2020",22,3,2020,0,0,"MG","MDG",26262368,"Africa",2020-03-22,0,60,0,3,3,0,NA,NA,NA
"6288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","23/03/2020",23,3,2020,0,0,"MG","MDG",26262368,"Africa",2020-03-23,0,61,0,3,3,0,NA,NA,NA
"6289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","24/03/2020",24,3,2020,14,0,"MG","MDG",26262368,"Africa",2020-03-24,0,62,0,17,17,0,NA,NA,NA
"6290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","25/03/2020",25,3,2020,2,0,"MG","MDG",26262368,"Africa",2020-03-25,0,63,0,19,19,0,NA,NA,NA
"6291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","26/03/2020",26,3,2020,0,0,"MG","MDG",26262368,"Africa",2020-03-26,0,64,0,19,19,0,NA,NA,NA
"6292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","27/03/2020",27,3,2020,4,0,"MG","MDG",26262368,"Africa",2020-03-27,0,65,0,23,23,0,NA,NA,NA
"6293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","28/03/2020",28,3,2020,1,0,"MG","MDG",26262368,"Africa",2020-03-28,0,66,0,24,24,0,NA,NA,NA
"6294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","29/03/2020",29,3,2020,4,0,"MG","MDG",26262368,"Africa",2020-03-29,0,67,0,28,28,0,NA,NA,NA
"6295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","30/03/2020",30,3,2020,9,0,"MG","MDG",26262368,"Africa",2020-03-30,0,68,0,37,37,0,NA,NA,NA
"6296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","31/03/2020",31,3,2020,7,0,"MG","MDG",26262368,"Africa",2020-03-31,0,69,0,44,44,0,NA,NA,NA
"6297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","01/04/2020",1,4,2020,2,0,"MG","MDG",26262368,"Africa",2020-04-01,0,70,0,46,46,0,NA,NA,NA
"6298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","02/04/2020",2,4,2020,8,0,"MG","MDG",26262368,"Africa",2020-04-02,0,71,0,54,54,0,NA,NA,NA
"6299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","03/04/2020",3,4,2020,5,0,"MG","MDG",26262368,"Africa",2020-04-03,0,72,0,59,59,0,NA,NA,NA
"6300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","04/04/2020",4,4,2020,6,0,"MG","MDG",26262368,"Africa",2020-04-04,0,73,0,65,65,0,NA,NA,NA
"6301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","05/04/2020",5,4,2020,6,0,"MG","MDG",26262368,"Africa",2020-04-05,2,74,0,71,69,0,NA,NA,NA
"6302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","06/04/2020",6,4,2020,1,0,"MG","MDG",26262368,"Africa",2020-04-06,2,75,0,72,70,0,NA,NA,NA
"6303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","07/04/2020",7,4,2020,5,0,"MG","MDG",26262368,"Africa",2020-04-07,7,76,0,77,70,0,NA,NA,NA
"6304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","08/04/2020",8,4,2020,8,0,"MG","MDG",26262368,"Africa",2020-04-08,11,77,0,85,74,0,NA,NA,NA
"6305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","09/04/2020",9,4,2020,8,0,"MG","MDG",26262368,"Africa",2020-04-09,11,78,0,93,82,0,NA,NA,NA
"6306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","10/04/2020",10,4,2020,0,0,"MG","MDG",26262368,"Africa",2020-04-10,11,79,0,93,82,0,NA,NA,NA
"6307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","11/04/2020",11,4,2020,9,0,"MG","MDG",26262368,"Africa",2020-04-11,11,80,0,102,91,0,NA,NA,NA
"6308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","12/04/2020",12,4,2020,0,0,"MG","MDG",26262368,"Africa",2020-04-12,20,81,0,102,82,0,NA,NA,NA
"6309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","13/04/2020",13,4,2020,4,0,"MG","MDG",26262368,"Africa",2020-04-13,21,82,0,106,85,0,NA,NA,NA
"6310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","14/04/2020",14,4,2020,0,0,"MG","MDG",26262368,"Africa",2020-04-14,23,83,0,106,83,0,NA,NA,NA
