"","Country","Tests","Test.Pop","Density","Urban.Pop","Quarantine","Schools","Restrictions","Hospital.Bed","sex0","sex14","sex25","sex54","sex64","sex65plus","Sex.Ratio","lung","Female.Lung","Male.Lung","Median.Age","GDP.2018","Crime.Index","Population.2020","Smoking.2016","Females.2018","Total.Infected","Total.Deaths","Total.Recovered","countriesAndTerritories","dateRep","day","month","year","cases","deaths","geoId","countryterritoryCode","popData2018","continentExp","Date","recoveries","days","deaths2","cases2","active","deathrate","Entity","Code","Total.tests"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","22/01/2020",22,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-22,0,0,0,0,0,0,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","23/01/2020",23,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-23,0,1,0,0,0,0,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","24/01/2020",24,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-24,0,2,0,0,0,0,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","25/01/2020",25,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-25,0,3,0,0,0,0,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","26/01/2020",26,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-26,0,4,0,0,0,0,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","27/01/2020",27,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-27,0,5,0,0,0,0,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","28/01/2020",28,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-28,0,6,0,0,0,0,NA,NA,NA
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","29/01/2020",29,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-29,0,7,0,0,0,0,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","30/01/2020",30,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-30,0,8,0,0,0,0,NA,NA,NA
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","31/01/2020",31,1,2020,0,0,"AF","AFG",37172386,"Asia",2020-01-31,0,9,0,0,0,0,NA,NA,NA
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","01/02/2020",1,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-01,0,10,0,0,0,0,NA,NA,NA
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","02/02/2020",2,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-02,0,11,0,0,0,0,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","03/02/2020",3,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-03,0,12,0,0,0,0,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","04/02/2020",4,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-04,0,13,0,0,0,0,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","05/02/2020",5,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-05,0,14,0,0,0,0,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","06/02/2020",6,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-06,0,15,0,0,0,0,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","07/02/2020",7,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-07,0,16,0,0,0,0,NA,NA,NA
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","08/02/2020",8,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-08,0,17,0,0,0,0,NA,NA,NA
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","09/02/2020",9,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-09,0,18,0,0,0,0,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","10/02/2020",10,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-10,0,19,0,0,0,0,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","11/02/2020",11,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-11,0,20,0,0,0,0,NA,NA,NA
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","12/02/2020",12,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-12,0,21,0,0,0,0,NA,NA,NA
"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","13/02/2020",13,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-13,0,22,0,0,0,0,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","14/02/2020",14,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-14,0,23,0,0,0,0,NA,NA,NA
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","15/02/2020",15,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-15,0,24,0,0,0,0,NA,NA,NA
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","16/02/2020",16,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-16,0,25,0,0,0,0,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","17/02/2020",17,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-17,0,26,0,0,0,0,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","18/02/2020",18,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-18,0,27,0,0,0,0,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","19/02/2020",19,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-19,0,28,0,0,0,0,NA,NA,NA
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","20/02/2020",20,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-20,0,29,0,0,0,0,NA,NA,NA
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","21/02/2020",21,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-21,0,30,0,0,0,0,NA,NA,NA
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","22/02/2020",22,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-22,0,31,0,0,0,0,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","23/02/2020",23,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-23,0,32,0,0,0,0,NA,NA,NA
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","24/02/2020",24,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-24,0,33,0,0,0,0,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","25/02/2020",25,2,2020,1,0,"AF","AFG",37172386,"Asia",2020-02-25,0,34,0,1,1,0,NA,NA,NA
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","26/02/2020",26,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-26,0,35,0,1,1,0,NA,NA,NA
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","27/02/2020",27,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-27,0,36,0,1,1,0,NA,NA,NA
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","28/02/2020",28,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-28,0,37,0,1,1,0,NA,NA,NA
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","29/02/2020",29,2,2020,0,0,"AF","AFG",37172386,"Asia",2020-02-29,0,38,0,1,1,0,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","01/03/2020",1,3,2020,0,0,"AF","AFG",37172386,"Asia",2020-03-01,0,39,0,1,1,0,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","02/03/2020",2,3,2020,0,0,"AF","AFG",37172386,"Asia",2020-03-02,0,40,0,1,1,0,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","08/03/2020",8,3,2020,3,0,"AF","AFG",37172386,"Asia",2020-03-08,0,46,0,4,4,0,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","11/03/2020",11,3,2020,3,0,"AF","AFG",37172386,"Asia",2020-03-11,0,49,0,7,7,0,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","15/03/2020",15,3,2020,3,0,"AF","AFG",37172386,"Asia",2020-03-15,0,53,0,10,10,0,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","16/03/2020",16,3,2020,6,0,"AF","AFG",37172386,"Asia",2020-03-16,1,54,0,16,15,0,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","17/03/2020",17,3,2020,5,0,"AF","AFG",37172386,"Asia",2020-03-17,1,55,0,21,20,0,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","18/03/2020",18,3,2020,1,0,"AF","AFG",37172386,"Asia",2020-03-18,1,56,0,22,21,0,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","19/03/2020",19,3,2020,0,0,"AF","AFG",37172386,"Asia",2020-03-19,1,57,0,22,21,0,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","20/03/2020",20,3,2020,0,0,"AF","AFG",37172386,"Asia",2020-03-20,1,58,0,22,21,0,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","21/03/2020",21,3,2020,2,0,"AF","AFG",37172386,"Asia",2020-03-21,1,59,0,24,23,0,NA,NA,NA
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","22/03/2020",22,3,2020,0,0,"AF","AFG",37172386,"Asia",2020-03-22,1,60,0,24,23,0,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","23/03/2020",23,3,2020,10,0,"AF","AFG",37172386,"Asia",2020-03-23,1,61,0,34,33,0,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","24/03/2020",24,3,2020,6,1,"AF","AFG",37172386,"Asia",2020-03-24,1,62,1,40,38,0.025,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","25/03/2020",25,3,2020,2,0,"AF","AFG",37172386,"Asia",2020-03-25,2,63,1,42,39,0.0238095238095238,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","26/03/2020",26,3,2020,33,0,"AF","AFG",37172386,"Asia",2020-03-26,2,64,1,75,72,0.0133333333333333,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","27/03/2020",27,3,2020,0,0,"AF","AFG",37172386,"Asia",2020-03-27,2,65,1,75,72,0.0133333333333333,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","28/03/2020",28,3,2020,16,1,"AF","AFG",37172386,"Asia",2020-03-28,2,66,2,91,87,0.021978021978022,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","29/03/2020",29,3,2020,15,1,"AF","AFG",37172386,"Asia",2020-03-29,2,67,3,106,101,0.0283018867924528,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","30/03/2020",30,3,2020,8,1,"AF","AFG",37172386,"Asia",2020-03-30,2,68,4,114,108,0.0350877192982456,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","31/03/2020",31,3,2020,27,0,"AF","AFG",37172386,"Asia",2020-03-31,5,69,4,141,132,0.0283687943262411,NA,NA,NA
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","01/04/2020",1,4,2020,25,0,"AF","AFG",37172386,"Asia",2020-04-01,5,70,4,166,157,0.0240963855421687,NA,NA,NA
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","02/04/2020",2,4,2020,26,0,"AF","AFG",37172386,"Asia",2020-04-02,10,71,4,192,178,0.0208333333333333,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","03/04/2020",3,4,2020,43,0,"AF","AFG",37172386,"Asia",2020-04-03,10,72,4,235,221,0.0170212765957447,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","04/04/2020",4,4,2020,0,0,"AF","AFG",37172386,"Asia",2020-04-04,10,73,4,235,221,0.0170212765957447,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","05/04/2020",5,4,2020,35,1,"AF","AFG",37172386,"Asia",2020-04-05,15,74,5,270,250,0.0185185185185185,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","06/04/2020",6,4,2020,29,2,"AF","AFG",37172386,"Asia",2020-04-06,18,75,7,299,274,0.0234113712374582,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","07/04/2020",7,4,2020,38,0,"AF","AFG",37172386,"Asia",2020-04-07,18,76,7,337,312,0.0207715133531157,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","08/04/2020",8,4,2020,30,4,"AF","AFG",37172386,"Asia",2020-04-08,29,77,11,367,327,0.0299727520435967,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","09/04/2020",9,4,2020,56,3,"AF","AFG",37172386,"Asia",2020-04-09,32,78,14,423,377,0.033096926713948,NA,NA,NA
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","10/04/2020",10,4,2020,61,1,"AF","AFG",37172386,"Asia",2020-04-10,32,79,15,484,437,0.0309917355371901,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","11/04/2020",11,4,2020,37,0,"AF","AFG",37172386,"Asia",2020-04-11,32,80,15,521,474,0.0287907869481766,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","12/04/2020",12,4,2020,34,3,"AF","AFG",37172386,"Asia",2020-04-12,32,81,18,555,505,0.0324324324324324,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","13/04/2020",13,4,2020,52,0,"AF","AFG",37172386,"Asia",2020-04-13,32,82,18,607,557,0.0296540362438221,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","14/04/2020",14,4,2020,58,3,"AF","AFG",37172386,"Asia",2020-04-14,40,83,21,665,604,0.0315789473684211,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","15/04/2020",15,4,2020,49,2,"AF","AFG",37172386,"Asia",2020-04-15,43,84,23,714,648,0.0322128851540616,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","16/04/2020",16,4,2020,70,2,"AF","AFG",37172386,"Asia",2020-04-16,54,85,25,784,705,0.0318877551020408,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","17/04/2020",17,4,2020,10,4,"AF","AFG",37172386,"Asia",2020-04-17,99,86,29,794,666,0.0365239294710327,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","18/04/2020",18,4,2020,51,1,"AF","AFG",37172386,"Asia",2020-04-18,112,87,30,845,703,0.0355029585798817,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","19/04/2020",19,4,2020,63,0,"AF","AFG",37172386,"Asia",2020-04-19,131,88,30,908,747,0.0330396475770925,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","20/04/2020",20,4,2020,88,3,"AF","AFG",37172386,"Asia",2020-04-20,135,89,33,996,828,0.0331325301204819,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","21/04/2020",21,4,2020,35,2,"AF","AFG",37172386,"Asia",2020-04-21,150,90,35,1031,846,0.0339476236663434,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","22/04/2020",22,4,2020,61,1,"AF","AFG",37172386,"Asia",2020-04-22,166,91,36,1092,890,0.032967032967033,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","23/04/2020",23,4,2020,84,4,"AF","AFG",37172386,"Asia",2020-04-23,179,92,40,1176,957,0.0340136054421769,NA,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","24/04/2020",24,4,2020,105,2,"AF","AFG",37172386,"Asia",2020-04-24,188,93,42,1281,1051,0.0327868852459016,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan","25/04/2020",25,4,2020,70,1,"AF","AFG",37172386,"Asia",2020-04-25,188,94,43,1351,1120,0.0318282753515914,NA,NA,NA
